"termid","lab_year","n_record","n_patient","label","distancetoroot"
"HP:0031964",2012,631405,130474,"Elevated serum alanine aminotransferase",6
"HP:0031964",2013,730070,152720,"Elevated serum alanine aminotransferase",6
"HP:0031964",2014,839771,195329,"Elevated serum alanine aminotransferase",6
"HP:0031964",2015,1066152,271383,"Elevated serum alanine aminotransferase",6
"HP:0031964",2016,1112875,255640,"Elevated serum alanine aminotransferase",6
"HP:0031964",2017,1010248,240449,"Elevated serum alanine aminotransferase",6
"HP:0031964",2018,980668,255346,"Elevated serum alanine aminotransferase",6
"HP:0031964",2019,1043286,264363,"Elevated serum alanine aminotransferase",6
"HP:0031964",2020,562676,133926,"Elevated serum alanine aminotransferase",6
"HP:0031964",NA,10,10,"Elevated serum alanine aminotransferase",6
"HP:0031965",2000,10991,5799,"Increased RBC distribution width",3
"HP:0031965",2001,142517,45276,"Increased RBC distribution width",3
"HP:0031965",2002,188019,57154,"Increased RBC distribution width",3
"HP:0031965",2003,678990,71268,"Increased RBC distribution width",3
"HP:0031965",2004,607832,65228,"Increased RBC distribution width",3
"HP:0031965",2005,771984,73455,"Increased RBC distribution width",3
"HP:0031965",2006,796971,81868,"Increased RBC distribution width",3
"HP:0031965",2007,894044,92600,"Increased RBC distribution width",3
"HP:0031965",2008,728423,98148,"Increased RBC distribution width",3
"HP:0031965",2009,779090,110281,"Increased RBC distribution width",3
"HP:0031965",2010,874202,128928,"Increased RBC distribution width",3
"HP:0031965",2011,938082,142476,"Increased RBC distribution width",3
"HP:0031965",2012,1014876,161055,"Increased RBC distribution width",3
"HP:0031965",2013,1106811,184043,"Increased RBC distribution width",3
"HP:0031965",2014,1385933,252371,"Increased RBC distribution width",3
"HP:0031965",2015,1809319,336638,"Increased RBC distribution width",3
"HP:0031965",2016,1952363,378296,"Increased RBC distribution width",3
"HP:0031965",2017,1866029,374804,"Increased RBC distribution width",3
"HP:0031965",2018,1811489,389265,"Increased RBC distribution width",3
"HP:0031965",2019,1835406,390814,"Increased RBC distribution width",3
"HP:0031965",2020,962626,187857,"Increased RBC distribution width",3
"HP:0031965",NA,21,21,"Increased RBC distribution width",3
"HP:0031969",1936,1,1,"Reduced blood urea nitrogen",5
"HP:0031969",2000,593,474,"Reduced blood urea nitrogen",5
"HP:0031969",2001,112286,32360,"Reduced blood urea nitrogen",5
"HP:0031969",2002,178483,47364,"Reduced blood urea nitrogen",5
"HP:0031969",2003,648986,57887,"Reduced blood urea nitrogen",5
"HP:0031969",2004,584388,52790,"Reduced blood urea nitrogen",5
"HP:0031969",2005,741322,60953,"Reduced blood urea nitrogen",5
"HP:0031969",2006,780231,69133,"Reduced blood urea nitrogen",5
"HP:0031969",2007,893408,81279,"Reduced blood urea nitrogen",5
"HP:0031969",2008,714362,85853,"Reduced blood urea nitrogen",5
"HP:0031969",2009,757854,99614,"Reduced blood urea nitrogen",5
"HP:0031969",2010,834927,117770,"Reduced blood urea nitrogen",5
"HP:0031969",2011,913688,132731,"Reduced blood urea nitrogen",5
"HP:0031969",2012,989007,151339,"Reduced blood urea nitrogen",5
"HP:0031969",2013,1084667,173120,"Reduced blood urea nitrogen",5
"HP:0031969",2014,1265820,226374,"Reduced blood urea nitrogen",5
"HP:0031969",2015,1651874,319981,"Reduced blood urea nitrogen",5
"HP:0031969",2016,1856315,362307,"Reduced blood urea nitrogen",5
"HP:0031969",2017,1912689,363511,"Reduced blood urea nitrogen",5
"HP:0031969",2018,1977553,381661,"Reduced blood urea nitrogen",5
"HP:0031969",2019,2008754,385467,"Reduced blood urea nitrogen",5
"HP:0031969",2020,977486,187606,"Reduced blood urea nitrogen",5
"HP:0031969",NA,15,15,"Reduced blood urea nitrogen",5
"HP:0031970",1936,1,1,"Abnormal blood urea nitrogen concentration",4
"HP:0031970",2000,593,474,"Abnormal blood urea nitrogen concentration",4
"HP:0031970",2001,112286,32360,"Abnormal blood urea nitrogen concentration",4
"HP:0031970",2002,178483,47364,"Abnormal blood urea nitrogen concentration",4
"HP:0031970",2003,648986,57887,"Abnormal blood urea nitrogen concentration",4
"HP:0031970",2004,584388,52790,"Abnormal blood urea nitrogen concentration",4
"HP:0031970",2005,741322,60953,"Abnormal blood urea nitrogen concentration",4
"HP:0031970",2006,780231,69133,"Abnormal blood urea nitrogen concentration",4
"HP:0031970",2007,893408,81279,"Abnormal blood urea nitrogen concentration",4
"HP:0031970",2008,714362,85853,"Abnormal blood urea nitrogen concentration",4
"HP:0031970",2009,757854,99614,"Abnormal blood urea nitrogen concentration",4
"HP:0031970",2010,834927,117770,"Abnormal blood urea nitrogen concentration",4
"HP:0031970",2011,913688,132731,"Abnormal blood urea nitrogen concentration",4
"HP:0031970",2012,989007,151339,"Abnormal blood urea nitrogen concentration",4
"HP:0031970",2013,1084667,173120,"Abnormal blood urea nitrogen concentration",4
"HP:0031970",2014,1265820,226374,"Abnormal blood urea nitrogen concentration",4
"HP:0031970",2015,1651874,319981,"Abnormal blood urea nitrogen concentration",4
"HP:0031970",2016,1856315,362307,"Abnormal blood urea nitrogen concentration",4
"HP:0031970",2017,1912689,363511,"Abnormal blood urea nitrogen concentration",4
"HP:0031970",2018,1977553,381661,"Abnormal blood urea nitrogen concentration",4
"HP:0031970",2019,2008754,385467,"Abnormal blood urea nitrogen concentration",4
"HP:0031970",2020,977486,187606,"Abnormal blood urea nitrogen concentration",4
"HP:0031970",NA,15,15,"Abnormal blood urea nitrogen concentration",4
"HP:0032001",2003,42285,16588,"Pink urine",4
"HP:0032001",2004,38051,15948,"Pink urine",4
"HP:0032001",2005,50033,15466,"Pink urine",4
"HP:0032001",2006,49255,16020,"Pink urine",4
"HP:0032001",2007,50167,16976,"Pink urine",4
"HP:0032001",2008,42998,21515,"Pink urine",4
"HP:0032001",2009,42033,23238,"Pink urine",4
"HP:0032001",2010,46025,25944,"Pink urine",4
"HP:0032001",2011,51097,29297,"Pink urine",4
"HP:0032001",2012,59798,32897,"Pink urine",4
"HP:0032001",2013,69464,38655,"Pink urine",4
"HP:0032001",2014,77219,43347,"Pink urine",4
"HP:0032001",2015,93092,54926,"Pink urine",4
"HP:0032001",2016,110770,67876,"Pink urine",4
"HP:0032001",2017,82893,47314,"Pink urine",4
"HP:0032001",2018,67214,30882,"Pink urine",4
"HP:0032001",2019,77432,35888,"Pink urine",4
"HP:0032001",2020,27893,15033,"Pink urine",4
"HP:0032002",2003,42285,16588,"Orange urine",4
"HP:0032002",2004,38051,15948,"Orange urine",4
"HP:0032002",2005,50033,15466,"Orange urine",4
"HP:0032002",2006,49255,16020,"Orange urine",4
"HP:0032002",2007,50167,16976,"Orange urine",4
"HP:0032002",2008,42998,21515,"Orange urine",4
"HP:0032002",2009,42033,23238,"Orange urine",4
"HP:0032002",2010,46025,25944,"Orange urine",4
"HP:0032002",2011,51097,29297,"Orange urine",4
"HP:0032002",2012,59798,32897,"Orange urine",4
"HP:0032002",2013,69464,38655,"Orange urine",4
"HP:0032002",2014,77219,43347,"Orange urine",4
"HP:0032002",2015,93092,54926,"Orange urine",4
"HP:0032002",2016,110770,67876,"Orange urine",4
"HP:0032002",2017,82893,47314,"Orange urine",4
"HP:0032002",2018,67214,30882,"Orange urine",4
"HP:0032002",2019,77432,35888,"Orange urine",4
"HP:0032002",2020,27893,15033,"Orange urine",4
"HP:0032003",2003,42285,16588,"Green urine",4
"HP:0032003",2004,38051,15948,"Green urine",4
"HP:0032003",2005,50033,15466,"Green urine",4
"HP:0032003",2006,49255,16020,"Green urine",4
"HP:0032003",2007,50167,16976,"Green urine",4
"HP:0032003",2008,42998,21515,"Green urine",4
"HP:0032003",2009,42033,23238,"Green urine",4
"HP:0032003",2010,46025,25944,"Green urine",4
"HP:0032003",2011,51097,29297,"Green urine",4
"HP:0032003",2012,59798,32897,"Green urine",4
"HP:0032003",2013,69464,38655,"Green urine",4
"HP:0032003",2014,77219,43347,"Green urine",4
"HP:0032003",2015,93092,54926,"Green urine",4
"HP:0032003",2016,110770,67876,"Green urine",4
"HP:0032003",2017,82893,47314,"Green urine",4
"HP:0032003",2018,67214,30882,"Green urine",4
"HP:0032003",2019,77432,35888,"Green urine",4
"HP:0032003",2020,27893,15033,"Green urine",4
"HP:0032025",2000,1,1,"Reduced serum alpha-1-antitrypsin",4
"HP:0032025",2001,1,1,"Reduced serum alpha-1-antitrypsin",4
"HP:0032025",2002,2,2,"Reduced serum alpha-1-antitrypsin",4
"HP:0032025",2003,71,52,"Reduced serum alpha-1-antitrypsin",4
"HP:0032025",2004,238,136,"Reduced serum alpha-1-antitrypsin",4
"HP:0032025",2005,131,99,"Reduced serum alpha-1-antitrypsin",4
"HP:0032025",2006,365,198,"Reduced serum alpha-1-antitrypsin",4
"HP:0032025",2007,541,302,"Reduced serum alpha-1-antitrypsin",4
"HP:0032025",2008,513,265,"Reduced serum alpha-1-antitrypsin",4
"HP:0032025",2009,210,138,"Reduced serum alpha-1-antitrypsin",4
"HP:0032025",2010,167,167,"Reduced serum alpha-1-antitrypsin",4
"HP:0032025",2011,53,52,"Reduced serum alpha-1-antitrypsin",4
"HP:0032025",2013,1494,742,"Reduced serum alpha-1-antitrypsin",4
"HP:0032025",2014,1616,817,"Reduced serum alpha-1-antitrypsin",4
"HP:0032025",2015,1753,901,"Reduced serum alpha-1-antitrypsin",4
"HP:0032025",2016,1983,1041,"Reduced serum alpha-1-antitrypsin",4
"HP:0032025",2017,2189,1191,"Reduced serum alpha-1-antitrypsin",4
"HP:0032025",2018,2564,1648,"Reduced serum alpha-1-antitrypsin",4
"HP:0032025",2019,3376,2009,"Reduced serum alpha-1-antitrypsin",4
"HP:0032025",2020,1228,731,"Reduced serum alpha-1-antitrypsin",4
"HP:0032065",2000,3351,406,"Abnormal serum bicarbonate concentration",4
"HP:0032065",2001,32656,3528,"Abnormal serum bicarbonate concentration",4
"HP:0032065",2002,41969,4474,"Abnormal serum bicarbonate concentration",4
"HP:0032065",2003,192513,6911,"Abnormal serum bicarbonate concentration",4
"HP:0032065",2004,168298,8143,"Abnormal serum bicarbonate concentration",4
"HP:0032065",2005,278922,13010,"Abnormal serum bicarbonate concentration",4
"HP:0032065",2006,282424,15093,"Abnormal serum bicarbonate concentration",4
"HP:0032065",2007,259356,16010,"Abnormal serum bicarbonate concentration",4
"HP:0032065",2008,265302,17196,"Abnormal serum bicarbonate concentration",4
"HP:0032065",2009,302008,18776,"Abnormal serum bicarbonate concentration",4
"HP:0032065",2010,295070,19180,"Abnormal serum bicarbonate concentration",4
"HP:0032065",2011,333252,22295,"Abnormal serum bicarbonate concentration",4
"HP:0032065",2012,360232,24369,"Abnormal serum bicarbonate concentration",4
"HP:0032065",2013,382889,27938,"Abnormal serum bicarbonate concentration",4
"HP:0032065",2014,474437,42711,"Abnormal serum bicarbonate concentration",4
"HP:0032065",2015,530816,59612,"Abnormal serum bicarbonate concentration",4
"HP:0032065",2016,537676,64261,"Abnormal serum bicarbonate concentration",4
"HP:0032065",2017,532513,61396,"Abnormal serum bicarbonate concentration",4
"HP:0032065",2018,479175,59643,"Abnormal serum bicarbonate concentration",4
"HP:0032065",2019,480654,66377,"Abnormal serum bicarbonate concentration",4
"HP:0032065",2020,295401,36505,"Abnormal serum bicarbonate concentration",4
"HP:0032066",2000,3351,406,"Decreased serum bicarbonate concentration",5
"HP:0032066",2001,32656,3528,"Decreased serum bicarbonate concentration",5
"HP:0032066",2002,41969,4474,"Decreased serum bicarbonate concentration",5
"HP:0032066",2003,192513,6911,"Decreased serum bicarbonate concentration",5
"HP:0032066",2004,168298,8143,"Decreased serum bicarbonate concentration",5
"HP:0032066",2005,278922,13010,"Decreased serum bicarbonate concentration",5
"HP:0032066",2006,282424,15093,"Decreased serum bicarbonate concentration",5
"HP:0032066",2007,259356,16010,"Decreased serum bicarbonate concentration",5
"HP:0032066",2008,265302,17196,"Decreased serum bicarbonate concentration",5
"HP:0032066",2009,302008,18776,"Decreased serum bicarbonate concentration",5
"HP:0032066",2010,295070,19180,"Decreased serum bicarbonate concentration",5
"HP:0032066",2011,333252,22295,"Decreased serum bicarbonate concentration",5
"HP:0032066",2012,360232,24369,"Decreased serum bicarbonate concentration",5
"HP:0032066",2013,382889,27938,"Decreased serum bicarbonate concentration",5
"HP:0032066",2014,474437,42711,"Decreased serum bicarbonate concentration",5
"HP:0032066",2015,530816,59612,"Decreased serum bicarbonate concentration",5
"HP:0032066",2016,537676,64261,"Decreased serum bicarbonate concentration",5
"HP:0032066",2017,532513,61396,"Decreased serum bicarbonate concentration",5
"HP:0032066",2018,479175,59643,"Decreased serum bicarbonate concentration",5
"HP:0032066",2019,480654,66377,"Decreased serum bicarbonate concentration",5
"HP:0032066",2020,295401,36505,"Decreased serum bicarbonate concentration",5
"HP:0032067",2000,3351,406,"Elevated serum bicarbonate concentration",5
"HP:0032067",2001,32656,3528,"Elevated serum bicarbonate concentration",5
"HP:0032067",2002,41969,4474,"Elevated serum bicarbonate concentration",5
"HP:0032067",2003,192513,6911,"Elevated serum bicarbonate concentration",5
"HP:0032067",2004,168298,8143,"Elevated serum bicarbonate concentration",5
"HP:0032067",2005,278922,13010,"Elevated serum bicarbonate concentration",5
"HP:0032067",2006,282424,15093,"Elevated serum bicarbonate concentration",5
"HP:0032067",2007,259356,16010,"Elevated serum bicarbonate concentration",5
"HP:0032067",2008,265302,17196,"Elevated serum bicarbonate concentration",5
"HP:0032067",2009,302008,18776,"Elevated serum bicarbonate concentration",5
"HP:0032067",2010,295070,19180,"Elevated serum bicarbonate concentration",5
"HP:0032067",2011,333252,22295,"Elevated serum bicarbonate concentration",5
"HP:0032067",2012,360232,24369,"Elevated serum bicarbonate concentration",5
"HP:0032067",2013,382889,27938,"Elevated serum bicarbonate concentration",5
"HP:0032067",2014,474437,42711,"Elevated serum bicarbonate concentration",5
"HP:0032067",2015,530816,59612,"Elevated serum bicarbonate concentration",5
"HP:0032067",2016,537676,64261,"Elevated serum bicarbonate concentration",5
"HP:0032067",2017,532513,61396,"Elevated serum bicarbonate concentration",5
"HP:0032067",2018,479175,59643,"Elevated serum bicarbonate concentration",5
"HP:0032067",2019,480654,66377,"Elevated serum bicarbonate concentration",5
"HP:0032067",2020,295401,36505,"Elevated serum bicarbonate concentration",5
"HP:0032068",2015,2,2,"Increased urinary mucus",3
"HP:0032068",2016,64,62,"Increased urinary mucus",3
"HP:0032068",2017,38,36,"Increased urinary mucus",3
"HP:0032068",2018,17,17,"Increased urinary mucus",3
"HP:0032068",2019,25,21,"Increased urinary mucus",3
"HP:0032068",2020,14,14,"Increased urinary mucus",3
"HP:0032069",2001,29,29,"Anti-thyroglobulin antibody positivity",5
"HP:0032069",2002,139,125,"Anti-thyroglobulin antibody positivity",5
"HP:0032069",2003,753,487,"Anti-thyroglobulin antibody positivity",5
"HP:0032069",2004,916,497,"Anti-thyroglobulin antibody positivity",5
"HP:0032069",2005,1023,495,"Anti-thyroglobulin antibody positivity",5
"HP:0032069",2006,810,423,"Anti-thyroglobulin antibody positivity",5
"HP:0032069",2007,774,370,"Anti-thyroglobulin antibody positivity",5
"HP:0032069",2008,1694,1505,"Anti-thyroglobulin antibody positivity",5
"HP:0032069",2009,2466,2158,"Anti-thyroglobulin antibody positivity",5
"HP:0032069",2010,5137,2663,"Anti-thyroglobulin antibody positivity",5
"HP:0032069",2011,7248,3359,"Anti-thyroglobulin antibody positivity",5
"HP:0032069",2012,8814,4209,"Anti-thyroglobulin antibody positivity",5
"HP:0032069",2013,9798,4845,"Anti-thyroglobulin antibody positivity",5
"HP:0032069",2014,9822,4762,"Anti-thyroglobulin antibody positivity",5
"HP:0032069",2015,11832,5583,"Anti-thyroglobulin antibody positivity",5
"HP:0032069",2016,13713,6651,"Anti-thyroglobulin antibody positivity",5
"HP:0032069",2017,6567,3901,"Anti-thyroglobulin antibody positivity",5
"HP:0032069",2018,4227,2979,"Anti-thyroglobulin antibody positivity",5
"HP:0032069",2019,4111,2896,"Anti-thyroglobulin antibody positivity",5
"HP:0032069",2020,1446,1107,"Anti-thyroglobulin antibody positivity",5
"HP:0032135",2000,20,5,"Decreased circulating IgG subclass level",7
"HP:0032135",2001,140,27,"Decreased circulating IgG subclass level",7
"HP:0032135",2002,113,28,"Decreased circulating IgG subclass level",7
"HP:0032135",2003,433,64,"Decreased circulating IgG subclass level",7
"HP:0032135",2004,475,64,"Decreased circulating IgG subclass level",7
"HP:0032135",2005,431,68,"Decreased circulating IgG subclass level",7
"HP:0032135",2006,370,67,"Decreased circulating IgG subclass level",7
"HP:0032135",2007,899,163,"Decreased circulating IgG subclass level",7
"HP:0032135",2008,1627,234,"Decreased circulating IgG subclass level",7
"HP:0032135",2009,469,68,"Decreased circulating IgG subclass level",7
"HP:0032135",2010,489,101,"Decreased circulating IgG subclass level",7
"HP:0032135",2011,1137,202,"Decreased circulating IgG subclass level",7
"HP:0032135",2012,2053,261,"Decreased circulating IgG subclass level",7
"HP:0032135",2013,3221,418,"Decreased circulating IgG subclass level",7
"HP:0032135",2014,3464,461,"Decreased circulating IgG subclass level",7
"HP:0032135",2015,5620,802,"Decreased circulating IgG subclass level",7
"HP:0032135",2016,6097,870,"Decreased circulating IgG subclass level",7
"HP:0032135",2017,5552,847,"Decreased circulating IgG subclass level",7
"HP:0032135",2018,5274,898,"Decreased circulating IgG subclass level",7
"HP:0032135",2019,5870,995,"Decreased circulating IgG subclass level",7
"HP:0032135",2020,2059,348,"Decreased circulating IgG subclass level",7
